frame_index,100Mbps
0,2986.000010526885
1,27291.999441821252
2,18246.00051014125
3,25986.0011267025
4,35023.99953255
5,30968.00135038
6,19228.999270312503
7,20422.999210758753
8,111438.002172926
9,45584.99973225
10,79885.99645256199
11,85997.0007758375
12,99539.00167128224
13,84439.00177514201
14,102957.99687637377
15,94526.99845744751
16,92863.00200411
17,104317.00364993127
18,127886.98881908026
19,136221.99702801876
20,156874.99926644
21,109988.0044923
22,108616.00025705624
23,145013.00812809626
24,145432.00446271
25,145381.0004247
26,153260.00135592124
27,140755.9910076025
28,146756.00338074562
29,127810.00343263248
30,136326.00682071
31,132460.99943199364
32,159643.99652488748
33,141640.003088059
34,128295.99854808001
35,155289.99808108
36,153875.001800775
37,142171.00592712
38,184676.99374803752
39,185396.99948511997
40,160626.00399330002
41,157462.99686899164
42,147423.9983734375
43,159187.00150061626
44,174539.0052539438
45,149083.00302916
46,146204.99318109124
47,147090.99778716624
48,144436.0050359
49,136085.0115266775
50,117336.99512682876
51,164706.011420805
52,150038.003053125
53,176480.99781679502
54,139626.0038619325
55,129081.9959748225
56,123965.00058262501
57,131796.003189395
58,84173.004898815
59,72957.99825848125
60,72524.00056594875
61,80031.00301005624
62,69161.0004915025
63,72038.00303019
64,39529.998458958755
65,77579.003239682
66,71355.99756750751
67,74675.00171448
68,79659.00379689876
69,73293.99797977124
70,81169.99745154125
71,69180.00222838775
72,61435.00164977475
73,78460.99879850463
74,79163.00317044
75,67528.000600578
76,80350.99703125
77,67540.99969366749
78,82524.997680755
79,75849.99934965376
80,81241.998678
81,77629.00379486999
82,80552.0023963125
83,77968.00198465124
84,86010.99688951088
85,72680.99996966
86,81673.00287597501
87,66026.99583396749
88,85457.99997578502
89,76605.002927625
90,91722.00576549125
91,82627.003867935
92,77188.996531112
93,65626.00107651249
94,141600.00515567
95,104703.99945112626
96,114654.0055124025
97,109168.99593553125
98,117997.002863415
99,115234.9918879425
100,111708.01014196388
101,128676.99424374998
102,96986.99913986214
103,126649.99810932002
104,107832.99136504125
105,109012.993694125
106,94579.0002893575
107,119543.00805630001
108,108270.00306423001
109,121087.00043217001
110,109504.99885056376
111,120940.99843143999
112,123272.99620677787
113,119691.99566300001
114,123292.00116913875
115,108022.007950155
116,107983.99243938188
117,115672.00163344001
118,102181.002490042
119,114675.991896125
120,122244.99780393
121,75876.99819206749
122,122407.00446259126
123,104789.01083192775
124,111042.99487303752
125,78510.99686088749
126,121420.990254825
127,98802.99653833125
128,111921.99310884376
129,111447.9928066075
130,109232.99577539488
131,117984.0005015625
132,100095.0037570425
133,110265.0059152915
134,104229.00915005362
135,107830.00146261524
136,92804.995578125
137,113342.98509105
138,90886.00262569025
139,116743.0015062675
140,99249.0027148175
141,120864.99686306775
142,105034.00284058251
143,115549.00111009998
144,96735.99382319475
145,101206.00171744
146,100585.9945902
147,89067.9974981175
148,107508.99705596751
149,99175.9989023325
150,113795.9906998125
151,78528.9994282275
152,105004.99757837501
153,98566.99782656001
154,110680.99507981249
155,105660.99369317274
156,111753.00534008749
157,100281.9979983975
158,80148.00059595
159,94715.9982014075
160,99131.00034375
161,85897.99816431376
162,104823.99783233924
163,106244.00153221798
164,82287.9979087175
165,70285.99696057625
166,97815.99545690001
167,108865.99893452
168,103110.00513364052
169,89141.0031354275
170,71385.00176830801
171,92972.9950754588
172,99543.994750382
173,89986.0052059175
174,100954.99954032076
175,81487.99847168999
176,106050.00149848824
177,92639.0100729
178,113997.997330042
179,97183.99414857375
180,110752.00449742499
181,86380.99902277126
182,106155.9984681335
183,101981.99816453001
184,100023.00176171874
