frame_index,5Mbps,10Mbps,15Mbps,20Mbps,25Mbps,30Mbps,35Mbps,40Mbps,45Mbps,50Mbps,55Mbps,60Mbps,65Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,100Mbps
0,16932,26589,29484,36214,44655,53708,60140,66855,75680,82654,102796,114104,118660,135397,154389,158421,172884,183075,196578,206277
1,12855,26341,37158,52063,57616,73313,79122,92017,101535,111898,118785,132738,138616,147827,161011,166008,174460,187928,198361,208401
2,11439,25114,37891,48702,58575,69392,81076,98611,98896,127432,130208,147188,150495,184717,184346,186009,189735,195256,244130,244344
3,10872,24253,36284,46279,56191,67483,78298,84443,94751,104671,124340,124340,141661,124568,143336,164837,172299,179999,166227,177929
4,10797,23963,36025,46933,56717,69532,79553,99417,114527,133870,134964,161424,162082,195620,196169,196169,198322,232160,232160,281468
5,10412,22723,34359,45671,54960,66522,75394,82340,89964,89964,102065,101510,119417,118367,137184,139113,162238,160431,162238,159202
6,10422,22427,33955,45030,54677,66569,75320,84379,104085,118679,138828,138828,174736,174736,175883,178301,217031,219614,259672,259013
7,10338,22035,32843,43764,53360,65124,72780,81020,98731,98384,114937,133324,132914,133524,136343,159247,158528,159247,158528,158528
8,10370,21922,32278,43729,59511,65712,82933,92277,106587,125704,148550,148550,180736,182206,182284,186431,216109,218547,269103,269103
9,10203,21567,31393,42292,51498,62436,69823,77424,83882,93690,93690,106509,106335,120195,122034,141541,138619,144724,137925,140783
10,10252,21294,30938,41751,56410,69634,77247,84374,94674,129977,130447,158345,158345,159813,188700,191011,217906,221052,244364,246245
11,10319,20935,30312,40639,54426,66745,73932,90535,90535,90272,103076,103076,116131,134168,135643,139023,136449,148299,156392,160674
12,10366,20933,30652,45664,55673,69162,77552,99681,117089,137096,137096,165216,165216,165217,198700,203665,251361,253053,315715,323128
13,10338,21121,30636,44382,54395,66830,74193,80548,80752,89795,102519,102519,115554,115974,116841,135678,132451,136103,131809,132760
14,10369,21000,31103,44679,54685,67833,75724,92748,107031,126648,126769,153443,153443,155040,182629,213829,212955,239912,237544,273253
15,10425,21162,31081,39873,53639,66971,74598,90928,90928,103507,117030,117030,117030,134704,134668,135940,134704,137828,154408,155992
16,10495,21287,31545,40853,55137,69643,78544,99746,99738,117082,137830,165637,166118,166846,199606,200095,249918,252645,311661,312486
17,10410,20988,30973,39933,47870,59231,67254,80460,90348,90160,102426,102426,115675,116948,132438,135405,132474,135413,132605,132605
18,10589,21598,31915,41150,55347,69544,77178,94657,109181,109181,128870,156682,156682,157691,184629,216445,215314,242421,241047,276022
19,10608,21704,31645,41335,49323,61222,76483,83129,93152,106566,106566,106566,120372,139056,137954,139550,137954,140568,158821,159088
20,10527,21675,32224,42181,51032,63766,80766,89524,103159,121121,142359,171081,171081,172689,203700,204232,255355,255256,254786,316997
21,10472,21790,31610,41291,50059,61626,68775,83406,83406,93106,105130,105130,117260,117781,117260,133931,133598,134763,133598,133598
22,10442,21853,31880,42182,51201,63503,72048,87386,98281,113152,134514,163029,163029,164801,192446,192931,223990,250794,250242,250242
23,10436,21908,31859,41933,51303,62731,70709,85550,95843,108805,108805,108805,121628,139515,138741,139515,159480,139515,138157,159480
24,10483,22128,32206,42947,53033,65372,74178,92378,106866,126523,149547,181618,181618,182825,216482,216613,216482,266422,323942,324508
25,10391,19039,31389,41393,50560,61930,69632,84275,84275,94145,94145,94145,106389,119503,118899,119503,135056,135217,118899,135056
26,10319,21502,31509,41704,51066,63189,79193,86586,97362,112676,133310,161661,161661,162801,190868,222891,222849,222849,249026,249026
27,10364,21184,30868,40650,50589,61092,68959,83313,93407,105723,105723,105723,118256,135500,135301,135500,155820,135500,135301,155820
28,10444,21430,31248,41782,51487,63527,80453,89607,102752,121104,142625,142625,171802,172113,204399,204678,204399,257314,319851,319851
29,10226,21146,30459,40530,50080,60589,68128,82517,92327,92327,104017,104017,116375,116375,116375,132155,152531,132155,132155,132155
30,10308,18895,31057,41149,56414,69993,77768,85164,95882,110971,132233,161597,161597,162066,190363,221650,221650,247235,247235,282157
31,10386,21345,30922,40915,50437,60700,68227,83077,93372,105459,105459,105459,117766,134938,134328,134328,134328,134328,134328,154900
32,10587,21539,31376,42018,51727,71817,81041,90206,103633,123245,146302,146302,178791,179022,213084,213084,262394,262394,321648,321648
33,10428,21462,31172,41133,50130,60960,68490,83037,92958,92958,104843,104843,116888,117407,116888,132943,116888,132943,116888,132943
34,10505,21534,31409,41631,51304,62521,78298,85711,96417,111592,132976,162065,162065,162832,191474,191474,223131,223131,248416,248416
35,10631,19284,31615,41642,51045,61573,69113,84412,94480,106478,106478,106478,118731,135440,135213,135213,135213,135213,135213,155885
36,10552,22103,32035,42895,52424,64176,72721,90631,104371,122299,143820,143820,172917,172917,205922,205922,258892,258892,322865,322865
37,10436,19493,28338,41567,51275,61633,69048,83747,93532,93532,105534,105534,117448,117448,117448,133527,117448,133527,117448,133527
38,10672,22395,32356,42607,52309,63439,71618,87006,97698,112885,134019,134019,163075,163465,192043,192043,223493,223493,249507,249507
39,10632,19874,32261,42356,51964,62796,70475,85282,95604,107583,107583,107583,120203,137090,137090,137090,137090,137090,137090,157679
40,10696,22610,32703,43302,53293,65137,73627,90885,104441,122495,143779,143779,172967,172967,206323,206323,258685,258685,323832,323832
41,10486,19893,28832,41829,51512,62065,69659,83811,93498,93498,105391,105391,117877,117877,117877,134121,117877,134121,117877,134121
42,10582,19982,29210,42374,51971,63171,71466,86247,96959,112026,132522,132522,161697,162012,191024,191024,222677,222677,248600,248600
43,10463,19723,32355,41883,51675,61933,69461,84051,93936,105884,105884,118300,118300,134496,134496,134496,134496,134496,134496,154700
44,10541,22322,32579,42290,52653,63615,80829,89084,102514,120636,141797,170808,170808,170808,203492,203492,255487,255487,319520,319520
45,10452,22047,31981,41452,51667,61069,68442,82653,92333,92333,104234,104234,115986,115986,115986,132071,132071,132071,132071,132071
46,10397,19575,31770,41538,51275,62137,77928,84785,95291,110488,131353,160863,160863,160863,189219,189219,220226,220226,244927,244927
47,10372,21947,31217,40926,50976,60572,75548,82504,92599,104303,104303,104303,116134,132370,132370,132370,132370,132370,152360,152360
48,10451,19663,31978,42113,57999,71316,79856,88454,101854,119905,140708,169413,169413,169413,202229,202229,253488,315563,253488,317251
49,10494,22013,31652,41090,50125,60663,67933,82355,92046,92046,103798,103798,115835,115835,115835,130840,130840,115835,130840,130840
50,10318,19624,31555,41126,56581,69432,76971,84202,94488,109286,130685,160657,160657,160994,189120,189120,219722,219722,244461,244461
51,10377,21883,31178,40625,49416,60108,74642,81912,91769,103536,103536,103536,115476,131637,131195,131195,131195,131195,150831,150831
52,10463,19614,31706,41475,56840,70386,78771,87276,100581,118289,138985,167604,167604,167604,200072,200072,252646,252646,317555,317555
53,10437,21885,31178,40543,48624,59618,66481,80394,80394,89965,101449,101449,113243,113243,128793,128793,128793,128793,128793,128793
54,10443,19546,31175,40740,54765,68119,75449,82425,92627,107400,129471,160245,160245,160575,188708,218776,218776,218776,242915,242915
55,10346,21736,30815,40222,53269,65861,73340,79949,89434,101042,101042,101042,112739,128141,127790,127790,127790,127790,147211,147211
56,10393,21724,31185,45042,54254,68636,76957,85250,98894,116226,136879,164810,164810,164810,196761,196761,249537,249537,314725,314725
57,10144,18862,29909,43093,51586,57062,70997,77474,86979,98171,98171,98171,109383,124740,123756,123756,123756,123756,123756,123756
58,10039,20926,29795,42786,51595,64866,71858,88429,102654,125215,156907,156907,156907,184535,184535,213409,213409,235297,235297,264545
59,10015,20439,29103,41651,50051,62206,68961,84986,84986,96139,96139,96139,107320,121830,121830,121830,121830,121830,140596,140596
60,10120,20503,31938,42156,51221,64642,80093,92798,109429,129772,129772,156632,156632,188075,188075,240446,240446,305885,305885,394932
