frame_index,5Mbps,10Mbps,15Mbps,20Mbps,25Mbps,30Mbps,35Mbps,40Mbps,45Mbps,50Mbps,55Mbps,60Mbps,65Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,100Mbps
0,7698,20871,30640,40743,50446,61300,69562,77847,86922,92633,101342,105613,117281,124627,130408,134073,142779,148703,154362,160382
1,302,336,382,476,528,529,528,563,554,573,572,573,575,600,600,601,641,646,676,673
2,2051,1558,2228,2858,3678,3914,4210,4572,5067,5462,5563,5922,6037,6508,6540,6400,7188,7111,7690,7672
3,2253,2353,3975,5004,6130,5908,5852,6372,7020,7107,7095,7821,7676,7618,7742,7773,8469,8368,8347,8259
4,29064,37583,74180,83653,87872,80133,73934,74958,75838,71743,68033,66540,63145,60631,59239,57987,59489,57149,56464,55059
5,1338,1663,3554,2088,2519,2539,2590,2778,2989,3037,3011,3241,3292,3254,3271,3285,3518,3460,3488,3465
6,4047,4934,8778,6143,7244,7718,7751,8541,9205,9239,9220,10227,10157,10365,10237,10195,11231,11118,10965,11078
7,464,606,677,657,723,694,692,766,703,734,733,784,820,825,784,837,837,859,833,838
8,64032,66242,73719,58308,65826,66398,66801,69111,69766,69855,68793,68250,66190,64912,64085,63573,66102,65222,64012,63483
9,3350,6097,12445,5938,6994,7691,8351,9239,10085,10108,10070,11017,11024,11148,10950,11057,12124,12016,12083,13265
10,5562,10351,18177,9950,11775,13054,14715,16081,17174,17287,17376,19420,19250,19284,19139,19298,21200,20741,20686,22829
11,3585,5201,10750,6716,8242,8938,10226,11054,12290,12455,12623,13232,13447,13890,13548,13902,14697,15019,15015,16420
12,35543,74106,52647,59057,65045,64868,70688,74474,72786,73310,73419,78063,77640,77790,77018,77536,80216,79869,80037,80094
13,434,666,1016,874,926,893,1007,1052,998,1030,1040,1071,1068,1062,1088,1098,1129,1099,1159,1210
14,4112,7511,21037,11426,14823,14751,19487,21022,22485,22979,23026,24872,24486,25170,25192,25073,27294,27162,26814,30549
15,7682,14251,31648,19997,25422,25194,30228,32518,35106,35235,35256,37841,37930,37886,37692,38237,40713,40813,40859,45354
16,21573,39829,27662,50472,61074,61464,69435,66301,72269,71699,71225,74962,74520,74862,74744,74659,72757,72720,73046,79375
17,3136,7722,17453,12843,16673,18769,20477,22684,24734,24560,27232,30329,30425,30739,30393,30674,33368,33967,34111,36802
18,9025,20966,32364,37361,46369,51447,55581,59742,62467,62152,65711,68968,68650,69711,69372,68919,73378,74147,73947,76990
19,502,791,958,1228,1447,1494,1674,1801,2068,1897,2315,2476,2288,2539,2552,2289,2748,2739,2621,2907
20,36859,54537,68997,71550,77148,85024,87560,88495,100293,99249,106364,106052,106363,108757,106735,107765,115051,117053,117196,125357
21,5923,14084,24183,29460,40559,48226,51500,54341,56822,55873,59973,63668,62964,62941,63403,63381,66511,66785,66308,69957
22,5600,12803,22513,30029,41100,49633,61997,74887,78136,78302,87755,93345,93612,92960,93588,93509,99914,101053,99618,107471
