frame_index,5Mbps,10Mbps,15Mbps,20Mbps,25Mbps,30Mbps,35Mbps,40Mbps,45Mbps,50Mbps,55Mbps,60Mbps,65Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,100Mbps
0,11209,24936,38059,43996,52804,63384,69326,82239,90277,97534,104215,115606,127281,127920,137882,142422,143932,156578,159126,161010
1,15053,16251,18842,13104,17112,10755,11341,11371,11856,13468,15724,15911,17570,17248,20873,19586,26803,20135,26631,25952
2,9421,13505,18110,17286,21561,26807,27155,28786,32695,38137,40694,47411,53759,54368,57999,61395,62556,70337,75944,79813
3,14479,21362,28934,28838,36052,41801,42310,48805,53749,62652,67853,75865,84533,85074,93189,96692,99322,107092,114466,118636
4,316,2952,9250,13600,17525,18338,19100,21102,23712,26848,27959,30003,33874,34272,35206,35765,36888,39916,44593,48312
5,3022,10950,17777,23890,28791,32647,33347,39638,44189,49329,53608,59877,67232,68429,78351,81079,81404,92967,98581,102717
6,5544,16541,26427,36642,45076,49672,51413,61193,67093,74203,81111,90044,101499,101765,118046,122072,123262,134343,143381,146044
7,1975,5372,9924,16218,20348,23751,24703,26428,28882,32792,34107,39028,46499,47186,49080,49446,48292,55304,66158,74462
8,5715,15334,26921,32823,42833,49843,51358,60799,68369,77069,85056,96560,113947,112922,118715,130314,131038,146947,166602,173123
9,9889,24720,36593,36335,51235,65069,74500,80512,101544,113709,111292,106494,122427,122619,140917,139463,155263,149151,146789,146048
10,2069,5889,3745,11308,16981,22321,24002,26142,21099,23043,29867,34907,26919,27913,30853,30463,47603,33478,32645,57203
11,6882,14773,19300,27615,38090,40703,46600,58209,63634,63563,76861,82795,92540,93738,104735,111233,116245,120391,123672,123952
12,9110,18460,31565,39644,42186,50245,55857,66085,66451,81894,84447,94052,107581,108883,120583,133114,131221,133632,136402,143071
13,2504,5422,10709,12399,12877,16032,18804,25637,23477,30247,30852,37527,43013,43249,42865,61959,64682,63791,62950,61710
14,6615,14643,29223,35227,41365,51714,60645,72149,75114,97109,105542,96252,109179,109084,119343,141117,141403,140454,168479,167228
15,10029,22801,34803,40020,48381,62830,68788,66062,88498,73538,84095,95126,108706,126566,124122,107210,121464,165271,131478,161884
16,2497,6180,1564,9943,15125,21162,24190,23871,25683,23589,25517,34012,36991,31030,39845,39854,39471,44055,59278,42744
17,7235,17418,17920,32190,45104,46672,50352,62989,68884,73363,75207,86264,95623,98624,114157,116068,121008,126177,138216,141042
18,10425,25095,33347,43260,50327,55579,62447,75318,97672,98008,99283,107438,122449,121673,139563,140368,152073,149835,181673,179797
19,2445,877,10301,9073,12978,17561,19448,26300,24468,30006,31580,39540,27085,44596,30940,43093,54484,65250,44169,63630
20,7324,11668,30428,33099,41344,49059,55827,67595,72999,86339,98912,99635,111663,111074,119052,149759,145496,145592,145068,147474
21,10401,20128,35640,38250,49313,54403,67132,72055,70575,79663,78395,101856,101246,115829,133331,112330,129814,141024,142879,171976
22,2676,7398,1593,10468,13024,17780,20890,24783,24223,25297,24966,34414,34822,39324,30695,40271,39097,56938,62025,64097
23,7699,19454,18161,31692,42030,54296,56350,62331,72625,76452,76742,88208,101263,102258,111793,113287,124827,127786,147865,147772
24,10495,21160,28730,43613,50619,55746,68189,68389,87873,88298,100735,106239,106429,121193,138530,138301,150201,150015,147600,178738
25,1347,2213,7784,9659,12215,17375,21723,21462,26524,27185,27898,40313,36176,41974,33475,44108,57856,69176,68139,67953
26,5653,13536,23041,32236,40724,47575,56935,66107,75311,83682,101272,100156,103822,105172,113549,123537,123566,129472,146527,147002
27,8225,20066,34924,40887,48146,52885,57132,68220,68596,88786,74484,97370,99189,111618,111541,124886,136903,136319,135238,162345
28,3184,5200,9315,10409,14231,17297,17020,25028,24161,27017,25243,34219,35258,41538,42907,42863,59738,65984,64361,72296
29,8087,18301,23563,34124,45217,53858,54490,61934,73826,76818,77632,89187,99966,100810,113023,122737,122201,128548,146672,147280
30,10422,26054,30750,39437,49437,63255,73434,70152,89581,88967,100938,109131,108282,127190,125629,144205,156428,155191,152811,183887
31,1590,992,6643,9412,11946,14061,19504,22438,26914,28065,28949,34234,38495,26628,41714,29907,31919,58495,63045,41569
32,5151,11042,23191,30232,36392,45742,54253,64406,73541,81272,96023,98128,99342,100628,109732,117513,124081,125523,143005,146461
33,7944,19243,29786,41723,48791,53299,63732,70674,68402,91327,89041,98709,102508,116050,132474,131409,142081,142977,139741,169416
34,3126,7636,8134,10316,15231,18405,20616,26032,26095,29105,28063,35846,37489,43463,31162,43518,58601,65399,62942,65479
35,7590,18080,22108,30140,41399,47369,52494,59845,65806,78882,79267,84696,94866,93157,100009,133660,116281,132494,135885,140491
36,11348,23321,32247,40049,45829,54589,58936,65062,83749,78308,80737,93217,106263,106379,118526,114205,130515,153725,152673,153316
37,1822,4681,8967,12270,15725,18335,21134,24568,27484,27806,27787,36976,41635,43126,46179,40779,64118,65407,71021,75094
38,6563,14982,25264,33556,43257,52608,62752,70599,82039,82912,97163,95813,108415,108416,118053,122743,141402,139382,166647,164441
39,9719,20615,35742,44589,47573,58055,63380,70909,81080,92561,89922,101435,118843,138193,136095,135390,132749,176812,143188,174524
40,4844,5236,4070,8527,15827,19048,21088,26451,27301,29253,29722,35231,27958,29737,29279,39023,38270,36738,53789,40257
41,7731,14956,21153,28999,39775,46672,50988,58469,63569,76122,73136,81781,90766,93155,101933,112881,112232,117907,130073,132550
42,10018,23077,34087,42619,46008,55113,61391,66434,86652,94933,89686,99706,111023,110205,137449,136993,136678,133891,162960,161083
43,1790,5676,4877,10439,15863,19522,21144,26585,29957,31888,30916,38432,40628,44883,46443,55410,62673,64204,62620,68900
44,5974,16038,23121,32649,43354,52735,59795,67754,76562,86826,97694,106623,102350,118426,130611,129925,133779,134257,154898,158229
45,8954,17502,33039,40610,47624,58927,65034,76626,82987,83246,84080,90402,108373,125206,122270,121614,132351,163095,160784,159935
46,3922,4876,6139,10104,15879,20940,24489,26694,28088,26883,26389,37072,36470,29475,29423,40075,55170,41305,40537,61352
47,7011,14307,22763,31757,40920,44126,47406,54531,65476,75280,82769,87046,95065,97033,98436,129631,112763,128374,130885,133841
48,10190,25043,34340,40812,44570,53126,58600,74935,84835,93184,93833,108173,124857,123202,122517,118691,132999,161012,160687,159411
49,2860,5777,5643,10261,14779,19245,22923,27005,28343,32127,33792,35111,32167,42996,44737,42659,66021,56485,65807,72728
50,6494,15178,21668,30502,40341,48710,56907,63277,72615,85875,84518,88858,97350,129686,134919,132435,155973,130922,149718,151120
51,9823,19867,33630,40501,47449,56033,60442,79929,77051,76988,86443,99609,115201,95321,112013,111576,109359,149559,147669,174736
52,2467,3474,10254,10420,16895,18800,23692,25466,24797,22691,34279,36622,35019,36465,35886,38014,38137,59720,62330,56156
53,6561,16707,28910,35933,42267,51233,55771,61040,72836,75046,82888,84923,95162,93239,98687,110082,112979,123956,125176,144731
54,9814,21160,43421,36523,47451,57147,62561,81496,80024,90940,89803,106180,121840,122064,120311,132524,130939,155807,155922,180101
55,2449,5076,1402,11587,17224,19848,24369,24717,28109,29959,38115,36271,30337,39063,41997,55549,62435,52475,65444,56345
56,6724,16130,16167,32875,45189,53665,60702,67703,77981,88934,108266,111807,112453,136346,142058,157404,167083,135643,162632,159515
57,9775,21635,30437,42881,49130,56341,70612,67986,88220,87890,84944,96745,114320,112130,111524,128331,127864,170056,139372,167120
58,2626,3140,10563,10148,16889,17326,24130,23648,24821,26505,26386,30828,31863,32807,32098,33595,32321,45691,51331,53496
59,6626,15569,27710,32776,35008,44799,44933,60270,66875,78033,75889,89746,101511,94627,103147,113805,114780,118311,136021,139275
60,9964,22788,40340,40095,46659,56784,62281,68168,88467,88855,88651,113778,111065,113840,129691,141566,140443,137916,168222,166195
61,2624,5651,1151,11148,14903,19861,20466,26041,28934,26247,30905,26062,35180,44313,43375,50039,62324,67032,40088,68781
62,6859,15804,16163,33075,46130,57455,66324,74675,83864,87216,102255,99624,112254,115170,124767,145152,151949,151449,148632,173884
63,10697,23265,29316,42302,55719,61682,61078,76893,87240,87460,97135,109322,108543,127831,126513,125231,143437,156372,156491,154298
64,2577,1357,9587,7268,17504,13170,19615,20656,22552,27235,20298,31829,35543,35681,35466,37911,30345,33851,60558,59768
65,7241,12134,25845,27858,37872,45594,49832,53017,57331,73556,76085,85748,95053,96301,104095,110087,108221,114159,139675,127927
66,10973,24221,40956,46813,51156,59678,68014,82239,96154,97440,106036,114002,133768,132215,152442,164487,150689,150006,193875,162840
67,2632,4107,2041,10656,5976,18127,20958,27394,27429,24787,29607,34181,35876,38214,36629,32265,45261,44980,50710,68376
68,7949,16514,17656,34112,36604,50065,56773,69055,87731,86826,103701,103824,117542,115452,126276,146203,157667,157264,152728,184966
69,11008,25466,28030,44026,54285,59132,71958,71365,75817,89324,87517,100194,108834,127592,126281,125147,123747,143274,153771,140536
70,2128,1073,8202,10093,11007,14921,22535,20128,25077,26680,25710,28254,34812,34848,37951,38551,40975,38903,60966,42009
71,7218,12146,26958,30783,39613,46959,52767,63410,70190,79832,78147,92695,95448,104721,117137,117972,118636,125161,133633,137663
72,10765,22382,35704,41676,57111,62372,62675,76442,84944,96102,97102,105280,117409,135732,135009,133961,154032,153290,165464,167512
73,2475,6818,2498,4513,8628,16205,19508,22337,26640,28380,30108,30733,39233,37505,37353,45964,42630,48446,65138,72315
74,7436,18530,19130,28659,41172,49294,55125,65588,73735,85402,86465,96433,110386,110827,125531,134496,135637,137810,159039,164507
75,11016,22913,29957,46254,56130,61722,69297,74840,82762,81875,96724,105174,104633,116612,115933,132569,150056,164326,148580,160833
76,3010,1385,8071,8717,14593,14037,21535,22116,27056,27098,26097,29616,28021,37210,36751,42900,40731,56366,42718,65668
77,7991,12998,23497,33889,40740,50008,56770,65720,72505,80146,83015,90337,96107,100566,107554,118611,120697,125902,135942,141035
78,10990,21501,35241,44527,46266,64175,65705,79046,86468,98616,111291,109244,123526,122779,140430,138654,156960,154815,168163,168153
79,1905,5977,1896,8744,9845,12544,20839,23513,28677,30536,29375,33311,35732,37336,39196,47826,45009,50187,60407,68850
80,6475,17344,19735,30295,38816,49041,57273,67115,75485,86725,87477,97607,109873,111651,124137,132213,133737,137105,154875,164336
81,9024,22980,30352,37306,50731,60128,61553,67329,73735,79996,92721,103699,105809,116553,132881,132203,151020,163992,161416,159702
82,1869,3229,11068,10120,11349,14091,18789,20417,21889,25822,27493,30293,28677,37451,37143,39084,39547,56533,54515,62259
83,6277,14852,27871,28877,38303,45237,52017,61225,66353,70307,79971,89680,95209,98285,106819,112007,118720,124349,135895,139996
84,9097,19026,28571,39412,47416,54202,55827,67325,80407,81700,93271,89128,103457,104907,116177,131063,131298,131010,142583,145662
85,1970,4653,7207,11156,15199,17106,17760,16823,27141,27252,33316,29718,36222,42617,43533,45542,46432,48623,66683,65648
86,6597,17025,25325,39467,50620,59190,57227,66430,76009,95732,113933,96786,113468,113356,127683,139704,139885,139501,166020,166171
87,9367,23198,27535,39013,49324,54775,58707,69170,68875,85672,93798,95163,95563,107347,108310,122596,123140,154062,138848,151568
88,2280,4790,7471,7486,13716,16100,18737,21159,22606,27931,24547,29626,26901,36753,38437,44329,44605,37504,39238,47662
89,6921,15585,24383,31485,39960,47610,53864,62037,70358,75069,73358,87101,94362,99271,105080,115825,117595,125851,133875,141138
90,9628,17617,29353,37313,46463,57424,65091,72911,79267,79322,90038,99962,113678,113311,129945,128283,146112,145221,157696,159444
91,2287,4610,7747,9606,10894,19013,20787,17513,24053,28394,29834,33100,35326,43187,38539,48357,38855,46545,58353,63295
