frame_index,5Mbps,10Mbps,15Mbps,20Mbps,25Mbps,30Mbps,35Mbps,40Mbps,45Mbps,50Mbps,55Mbps,60Mbps,65Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,100Mbps
0,6128,7529,14288,18399,22546,27457,31086,34994,37287,42302,44543,47527,50900,53923,57309,60890,64540,68177,72628,77442
1,31424,29094,22738,17174,11581,7305,5373,4594,4951,5188,6497,6820,6800,6669,7054,6943,6862,7579,7509,7331
2,1317,4466,10355,27599,26494,27319,23358,19017,20805,20644,26671,24697,26294,23653,26120,23646,22659,25701,24435,23225
3,543,1534,3261,5605,6142,7331,7678,7771,8403,8674,10251,10241,10819,11284,12379,12028,12247,13493,13213,13382
4,23810,33901,44392,51128,61708,67456,78506,91215,95126,106358,116378,125315,133556,151107,148281,142119,144607,155542,155010,151865
5,1261,2873,3762,4952,5727,6652,7196,7191,8541,8526,9876,9748,10548,10617,11332,12351,12305,13479,13371,14431
6,2932,5835,7365,10393,11710,13832,14831,14527,17537,17170,20158,19805,22063,21453,23811,25932,26015,28732,29015,32073
7,1477,3017,3952,5218,5918,7103,7616,7680,8790,9104,10207,10284,11074,11281,12304,12957,13065,13751,13983,15019
8,37120,62807,93044,107413,126511,134562,147068,143502,154675,150829,160082,160183,170297,167639,181128,183161,177971,197043,201492,212576
9,1496,2048,2182,2343,2356,2894,3525,4893,5129,6577,7035,8393,9138,9999,10590,12078,13176,13059,14224,15381
10,3429,4420,4752,5071,5063,6288,7308,9852,10586,13067,14159,17279,23789,23566,26196,26771,31345,30781,36599,42087
11,3246,4459,4761,5124,5071,6204,7142,9605,10219,12970,14214,17305,21452,21761,23202,23264,25442,25566,28189,29976
12,24283,37376,47188,53261,52942,67112,77123,114960,127524,147052,147406,177860,207065,208070,202351,207399,217738,213700,242523,244411
13,1648,1961,2438,4094,6005,6942,7655,6457,6467,6987,8186,7575,7643,8316,10286,11236,12040,13006,12142,12936
14,5003,5560,6929,11730,17477,20745,22895,18074,18264,19525,23169,21872,21733,23618,30746,44868,49564,48552,49037,53028
15,2911,3424,4312,7150,10508,12855,14171,11502,11582,12692,15076,14183,14170,14977,19582,26108,27678,27822,27639,29577
16,20180,45932,63546,118027,179741,189361,207364,178966,179105,184187,205820,205203,207730,207842,229631,272030,316161,316407,320636,344243
17,4969,5679,8092,6032,6103,6256,7014,7784,10105,12292,13677,15364,19876,24659,25916,22083,14989,19330,23489,21278
18,4122,5512,7889,6392,6817,6867,6998,8562,11153,13809,14106,16342,18875,22617,24237,20892,16260,19078,22429,20889
19,2457,3322,4738,3791,3390,4134,4003,5059,6955,8637,8690,10237,12202,14819,15341,13258,10086,12293,14711,13436
20,33287,55509,79540,67221,61706,73819,74092,84491,102188,117000,117931,131535,136959,144972,153111,144668,130625,136942,144598,144296
21,1487,2304,2552,3128,2724,4003,5750,9005,9447,10241,12300,13380,14308,15613,19543,23304,27431,30096,32836,29515
22,3778,5297,5701,6980,6197,9420,14048,25237,26608,32269,37463,41724,45682,49578,57733,58621,49831,54102,57959,57755
23,6254,8242,9928,12194,10132,17325,28008,43670,46238,53695,57502,59025,64960,68477,72122,72863,69477,70341,72532,70713
24,13612,27100,42209,60327,56337,75273,94608,121681,131023,138561,147039,159923,158607,200416,217448,216773,199079,218482,218410,217847
25,1636,1887,3380,4864,6818,8022,7800,7670,8893,10793,13264,13630,16083,12833,12872,14802,19321,19283,21542,23565
26,4861,5213,9144,13291,19739,22186,21020,20661,24153,28446,35128,38998,53351,34310,34219,42414,58499,57641,62999,62362
27,2774,3141,5514,7955,11004,12462,12472,12664,14417,16858,20253,22220,28341,20014,20124,24205,31266,31672,33434,32626
28,23426,42815,74836,96682,126422,134692,128248,128470,140373,162323,173892,189214,253653,174640,172202,193447,281112,283535,325445,321625
29,3197,4260,4943,5219,5315,6613,10876,13389,16495,17009,18795,20322,11713,32763,38429,34823,19760,23228,20098,23901
30,4828,5829,6793,7200,7290,9256,15344,18708,22190,22447,24283,26313,16644,47025,54300,49553,26178,31175,26389,32081
31,2659,3359,3873,4134,4163,5188,8728,10844,12798,12972,13776,14499,9320,23487,25907,24398,14900,17347,14711,16877
32,32818,64659,80716,87638,87971,106113,159890,178348,201668,202527,204000,215458,174148,297956,314865,315245,214402,226863,216205,226669
33,1183,2143,2377,2853,3806,4510,3226,3483,3715,4521,5678,6136,9811,4662,5034,6167,13755,14942,16225,18192
34,3188,5024,5399,6674,9327,11033,7264,7831,8372,10790,13767,15014,25434,11001,11738,14930,46893,50776,51305,54635
