frame_index,100Mbps
1,3805.99996245
2,5949.9996262
3,1882.9999181146127
4,15083.999209426061
5,30509.001533759998
6,36888.00032119125
7,19734.0002609925
8,21216.0001989675
9,16794.999369815003
10,33691.001341599
11,51682.000807136246
12,23045.0007833375
13,29707.001212170748
14,77096.99914930125
15,21532.001069025002
16,54378.00316842375
17,38995.999051595754
18,26507.00003225375
19,32595.99755041175
20,60436.00087118
21,56467.99933770251
22,45968.99852038625
23,42604.999146174996
24,64795.99802743199
25,53406.001664962496
26,49718.002402260005
27,45573.0006317625
28,98037.00164911251
29,62908.0020859375
30,54875.000957901255
31,83964.00214697249
32,73634.99974045875
33,63984.00059596425
34,78251.00435136001
35,91778.99106421499
36,69371.99693034324
37,96732.00204251999
38,83054.00106784
39,78229.000793775
40,93255.99983628499
41,69141.9931053
42,72918.99745872001
43,55621.00175865
44,92255.00048026252
45,92228.994249615
46,89163.002604315
47,68747.99762902499
48,90414.00032732627
49,70374.994703995
50,88606.99902844502
51,65349.9999584625
52,88697.99823720001
53,64777.002330932504
54,95516.00391837876
55,97480.01155523476
56,71438.0004979975
57,93605.99484513376
58,88341.99789407999
59,84100.99968881
60,79789.99585535
61,76107.995747875
62,76514.99690775374
63,90622.00203779661
64,91461.99715235
65,67181.00033959
66,78778.00505570999
67,83678.99775707787
68,78387.99946416012
69,88161.00316508
70,86708.00159087
71,81951.99530484
72,88676.00745218326
73,82837.99798473011
74,97452.99892967376
75,90758.00001909002
76,70778.00364140625
77,93144.000579115
78,94531.0002
79,91503.00420032625
80,91460.99535707787
81,80520.0016552
82,80000.99940524751
83,86599.9984729425
84,67779.99764518025
85,73323.00222207
86,88186.002091165
87,86720.99822699837
88,84854.00290691126
89,86509.0006654875
90,72556.99882600999
91,77310.000530525
92,86347.0030280475
93,69265.0048526125
94,86698.99209644999
95,85920.00127381126
96,79510.00411946
97,71317.0034821125
98,77402.999784375
99,76877.000318635
100,90789.0062196
101,68298.0015256
102,80588.0024398825
103,77247.0022176125
104,89078.99443427475
105,84230.00004099263
106,62614.00075675875
107,86522.0037145575
108,74899.0031920795
109,81223.001523692
110,85737.000901575
111,62932.006871984995
112,41402.0011195
113,52532.0034332745
114,48137.9996541075
115,42734.003363535376
116,53401.00086619
117,59422.00246618526
118,54337.001171005
119,62900.99420364375
120,49749.9998920675
121,46531.001854589
122,51687.99900014
123,60955.002752606255
124,57781.00344815
125,54590.997747830625
126,50742.99927605625
127,36665.00024983501
128,58377.99958498749
129,52207.99863200999
130,61556.9995078125
131,54176.99799129625
132,40083.99871403625
133,56024.9975807
134,58661.00088203125
135,58846.997523930004
136,56142.00001559501
137,62779.001692524
138,58233.00258562499
139,44560.001394744875
140,39202.9977413575
141,49004.99767632
142,59608.0003633875
143,62630.996640239995
144,55159.997802465
145,63716.0031883425
146,59819.001390266254
147,49845.00039408
148,51432.9990550805
149,62157.994863
150,31996.999084335
151,50772.0015222875
152,33334.001325018
153,54799.0027440075
154,57654.000683632505
155,33326.0008070975
156,59464.99923447788
157,45319.001011673376
158,65818.00656635
159,55560.002761184245
160,61929.000788319994
161,50453.99961997413
162,65324.9969361275
163,51700.99934227875
164,62024.99881790751
165,42215.000655824006
166,59823.99854544037
167,53334.00069154499
168,34082.9997834425
169,64379.996932625
170,51996.999567662504
171,57646.004661105
172,51676.997452672505
173,45604.99763665313
174,58012.00213866751
175,60116.0050170295
176,66693.00105811625
177,56981.998867577
178,53811.003604085
179,51188.000385055
180,53413.99888649
181,56520.998575272
182,46494.00034779062
183,45791.00071588625
184,60379.997850960004
185,53373.99981104
186,60589.0009188
187,64171.0029230725
188,59226.999460665
189,30136.0009199025
190,61769.99984285912
191,55998.00018345001
192,55908.9990316225
193,42482.99900563313
194,63435.997705387505
195,41813.99994126
196,57333.0021074325
197,59406.00103716499
198,56812.002102405
199,29062.999510215
200,56622.9989733275
201,55175.99955218
202,52540.99877518875
203,60631.99911413625
204,40282.99937376
205,32225.999724899997
206,53625.000676712494
207,55499.998322666994
208,51800.99979687749
209,40374.001303755
210,49704.00482186751
211,41247.9989214125
212,52762.00312265625
213,50426.9988172125
214,42362.99642002125
215,53357.997457445
216,52367.002732274996
217,57980.00441723625
218,60449.00656893
219,53348.999074281
220,52307.99925951875
221,53398.99920107001
222,29295.9998402925
223,43100.9993053975
224,52541.002711415
225,52153.003949750004
226,64355.997631695
227,44641.996901415005
228,55472.9989170825
229,31311.001206402496
230,53883.99676438
231,49717.99952669999
232,53774.99729634
233,53110.996584181245
234,54830.00221100625
235,50490.9991468
236,53151.00223058625
237,57658.998925
238,45184.99996344
239,55384.998175935005
240,59387.003540950995
241,58645.002640775005
242,51625.0011087
243,24459.00064895
244,56031.99753304
245,56855.998715622496
246,38908.000885320005
247,49352.9997661425
248,55083.99701375625
249,46221.001416866246
250,47157.999915429995
251,64072.00071378588
252,53704.00002163525
253,36743.9977249825
254,56724.9993805275
255,68312.002618522
256,63989.00364321
257,61014.999186825
258,47965.001019843
259,42614.002071417
260,53443.9968436125
261,41017.99947697375
262,54120.9978098
263,51659.999953239996
264,53098.9985671725
265,47381.00193467637
266,35998.00018911375
267,56544.000186975
268,59194.999265225
269,62167.004552135004
270,52937.002981677506
271,44316.00110905
272,58948.9963479375
273,54691.00068882312
274,58862.00452430375
275,52183.0022159325
276,47067.997991595
277,51907.9995417775
278,60818.000553427504
279,56220.00135448125
280,55318.00093842375
281,52659.998416910006
282,41132.997388087504
283,38178.0012631325
284,27551.998414849997
285,54549.004071105
286,25506.002814535248
287,54531.99902538
288,50196.998269514246
289,50438.00135096663
290,49753.99898776
291,36463.99871442
292,52142.00223765375
293,53956.000634042495
294,45505.003498339
295,54778.99875903
296,52266.00123283
297,58931.0035265925
298,44200.99923818876
299,45152.998454587505
300,32490.99991184
301,58531.998408343505
302,64023.999890340005
303,62122.99705893326
304,65283.99858315501
305,62525.99948203125
306,47105.0013508975
307,54774.9996643025
308,31393.99959821
309,42965.9995826425
310,43296.998452343745
311,50463.997449218754
312,46065.00034487625
313,49112.99858795501
314,57475.99729269
315,45482.998948775
316,58154.00300182375
317,46114.99831679287
318,59817.999321272495
319,41852.99843451
320,52742.0008307725
321,49593.998126987506
322,44388.00019812375
323,56541.00133224375
324,58376.99816641874
325,53207.00143802999
326,43157.003073262
327,65281.99791701175
328,57106.995992925
329,30619.00120514
330,57751.9970216
331,54211.99904205375
332,44296.999788037494
333,59882.99925370001
334,63229.999053420004
335,68196.0008481975
336,64500.003389235004
337,55460.997637969995
338,51837.99703179751
