frame_index,5Mbps,10Mbps,15Mbps,20Mbps,25Mbps,30Mbps,35Mbps,40Mbps,45Mbps,50Mbps,55Mbps,60Mbps,65Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,100Mbps
0,11390,26891,39280,52127,67875,76941,90977,101204,111160,116916,137222,141308,150604,156810,169026,176607,187782,187782,196500,207185
1,297,391,464,525,511,530,554,570,586,584,600,602,651,649,678,694,693,693,533,534
2,3729,5060,7666,8473,9886,10913,11645,12960,14022,13889,14951,14880,16521,16666,18223,20041,19912,19912,8754,8886
3,419,504,593,604,638,617,653,665,678,693,687,691,700,710,742,754,733,733,603,604
4,40054,91229,106213,104729,103264,98174,94057,89955,86330,84070,78874,78055,81386,79498,82270,81123,78144,78144,59325,59366
5,470,616,497,511,485,540,512,526,518,537,552,520,552,508,565,573,556,556,526,511
6,5270,10024,7698,9046,9979,11035,11924,11880,13288,13347,13254,13051,14502,14426,15807,15829,15975,15975,11030,11163
7,572,681,681,709,782,750,877,808,879,806,891,834,894,836,898,882,885,885,800,799
8,90833,103186,93287,95739,98338,104094,107481,106823,106024,105673,102711,101665,106833,105767,109436,109378,107294,107294,90529,89674
9,481,602,552,609,630,687,748,685,729,731,684,711,770,683,710,714,775,839,653,670
10,7735,17882,14747,17639,19254,23070,24982,24528,27127,26722,27149,27214,29608,29608,32040,31986,32423,34851,25091,25221
11,483,833,764,790,770,926,899,841,1043,956,1019,1028,1117,1119,1137,1044,961,970,966,995
12,99901,88271,80929,85765,90498,93160,97348,98044,102795,102373,102921,102658,100717,101392,104423,105355,105236,110184,98372,98388
13,478,849,882,999,1026,1055,1188,1183,1237,1235,1237,1278,1311,1282,1319,1333,1338,1377,1287,1226
14,8430,27350,29348,36103,42171,43574,53178,52428,56671,55754,60346,60262,60039,60267,63001,63620,63213,65546,56061,57107
15,612,1108,1169,1276,1285,1336,1422,1415,1382,1410,1554,1639,1435,1636,1621,1640,1524,1585,1438,1443
