frame_index,5Mbps,10Mbps,15Mbps,20Mbps,25Mbps,30Mbps,35Mbps,40Mbps,45Mbps,50Mbps,55Mbps,60Mbps,65Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,100Mbps
0,116,117,117,117,117,117,118,118,118,118,118,118,118,118,118,118,118,118,118,118
1,51031,52376,53933,58088,60904,59739,63109,63523,66041,68248,73725,74016,78665,83093,91273,100711,100991,109626,116839,116839
2,51252,52239,54310,57851,60392,62327,63062,66685,68680,71467,81332,88181,97555,105653,113562,124101,136532,137218,168037,168037
3,51236,52536,54323,57952,59678,61606,61298,62472,71579,76411,88099,97794,105437,113307,124355,136179,136402,150198,167715,167715
4,51270,51996,54374,59091,60361,61584,62264,61855,64447,64800,65275,70269,71127,73867,79605,84029,84779,89981,93838,99671
5,51197,52449,54478,58343,60078,60636,62427,62913,63185,62522,67691,66777,71930,71930,78241,81665,82714,86580,94105,95274
6,51022,52090,53365,58157,59759,60840,62026,62622,62296,62309,64936,66021,66717,71966,76175,80599,82078,85444,92958,93621
7,51036,51788,53302,59116,59703,60420,60551,62124,62042,65128,65354,66045,71663,71663,76033,79303,85043,96619,92884,93457
8,50754,51646,53396,58293,59050,61447,59960,61916,61664,61856,66110,68629,69225,69789,75874,80182,117785,86204,90358,129003
9,51351,52256,54071,59328,59656,60994,62388,61714,63045,64275,66451,70009,71316,71686,77911,80203,87163,145616,94537,98917
10,50069,51041,52767,59755,59139,60136,59728,61647,62109,65395,64895,69559,71331,72705,78804,79485,80743,88199,93125,93673
11,50804,51510,53471,58391,59299,61387,60158,62082,62573,65980,65333,69730,71968,74217,79611,83576,84462,85853,92414,92551
12,50278,51073,52866,57418,58768,60724,62620,60193,63007,62200,65040,69256,71162,71406,77133,82582,82785,85421,91725,154074
13,51421,52207,54163,59082,59373,61809,60771,63730,62730,62033,65672,68236,72352,75157,78294,83878,83957,86046,123000,99417
14,50490,51194,52873,57824,59003,60802,61159,61827,61803,61592,64467,68020,71609,71609,75831,79744,80741,85425,92745,92745
15,50610,51629,53643,58402,58732,61135,60172,60842,64673,63066,64906,66130,71354,71354,76092,79638,129933,84704,92655,93754
16,50766,51454,53673,56583,58970,60723,59983,61544,61903,61536,65043,65695,71376,73692,75640,95092,85646,91020,91297,93928
17,50640,52208,54333,57138,59482,61429,62228,60836,62998,62707,65784,66913,72523,73136,76530,82274,85246,132557,93087,95920
18,50567,51674,52995,57003,58204,60382,59940,61583,64142,63228,67107,69158,71694,72335,75028,79535,80898,87936,139238,98746
19,50627,51641,52808,56961,58895,61246,60091,60533,62557,61888,65628,65785,71227,75480,101001,79725,83522,86514,96089,153432
20,50413,51547,53195,57951,59282,60642,63053,63044,61715,62288,64945,68840,70746,72720,77832,78614,82537,84353,91707,96824
21,51087,52212,54230,59088,59427,61537,61804,62539,64372,63265,65705,68440,70175,70575,78399,110687,83648,85461,92724,98112
22,50394,51465,53515,57042,58743,60412,60172,60652,61801,65834,65019,65310,68667,72850,74950,82311,86897,84273,91602,92055
23,50499,51845,53519,56760,59026,61233,61125,60892,61217,63007,65204,66150,69578,75292,76035,80116,82742,129658,90893,94659
24,49868,51019,53062,56466,58677,59883,60291,62541,60550,62057,64741,65848,71151,73164,75663,79470,95216,87415,90701,94914
25,50823,51888,53838,56917,59767,61705,61517,62132,61597,63248,65613,66342,72071,72217,77246,84355,84208,85673,144754,108049
26,49920,51037,53296,56578,58011,60022,61076,61606,61868,61037,63890,65866,70784,71295,76054,80220,81170,85323,96442,94031
