frame_index,5Mbps,10Mbps,15Mbps,20Mbps,25Mbps,30Mbps,35Mbps,40Mbps,45Mbps,50Mbps,55Mbps,60Mbps,65Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,100Mbps
0,12916,33184,50733,67593,83024,101397,115866,131791,149614,159413,178909,190746,204387,214856,226334,238798,253322,269548,288807,303447
1,577,688,1044,1583,2177,2490,2923,3100,3298,3583,3601,3853,3828,4120,4207,4118,4522,4495,4842,4811
2,7776,3448,3478,4989,6197,7183,8463,8974,9576,10460,10426,11241,11294,12274,12175,12245,13282,13054,14274,14416
3,534,2550,2672,3976,5129,5925,6532,7212,7778,8516,8578,9315,9141,8720,8573,8742,9644,9523,10299,10126
4,56895,81765,73037,146135,173283,186214,205113,192532,185354,194902,180063,167190,154727,147803,141787,137840,142923,138228,144261,139455
5,1465,1989,2242,2782,3890,4836,5669,7209,9090,9138,9769,9837,9755,9864,9817,5002,5512,5522,5491,5490
6,2645,5573,6004,6910,9699,12315,14499,19100,25752,25416,27503,27506,25290,25652,25012,12802,13984,14225,13904,13791
7,1976,4746,5144,5934,7769,9960,11836,15416,19761,19725,21869,16666,15400,15115,15297,11064,11869,11707,11633,11799
8,9748,48844,86257,97411,133005,166610,163827,199072,224647,219118,230173,204282,201686,198579,191943,133263,139637,137526,133803,131632
9,2194,2952,3674,4287,5501,6214,7882,8446,9815,10720,12837,15269,16752,10795,10853,8714,9236,9242,9125,9166
10,7089,7713,9350,10621,13520,15713,20656,21957,26220,28308,35035,41703,41714,28456,28678,22668,24437,24855,24575,24611
11,3657,5797,7592,8690,11008,12696,16458,17732,20890,23223,27653,32026,32261,23254,23157,18114,19861,19283,19491,19421
12,30925,52651,78771,83559,99087,111884,133688,134818,147957,148262,174448,195341,197729,152823,154455,148151,152659,151672,146039,144922
13,2387,3697,5158,6719,9352,11827,13084,16998,19750,21514,21354,23345,25585,19306,19426,16458,17767,17556,17721,18032
14,6858,9721,13217,16397,22663,28841,30601,40007,46077,50378,49252,54188,59908,46179,46380,39643,42996,42437,42588,42940
15,3660,7829,11227,13931,18712,23905,25643,33178,37483,40860,40872,43303,48382,37812,37485,32645,35318,35292,34712,34529
16,21639,32234,47219,74544,90269,101782,123474,129013,136683,158302,188395,199571,213134,221031,221964,199425,211248,208882,208860,208032
17,2684,4911,7402,8518,11021,14019,16240,19196,22538,26801,28244,33227,35298,28047,30071,27815,30077,29982,32252,32267
18,6841,12390,18014,20460,25526,32178,37430,43697,50462,59203,63138,72413,76786,62734,67925,62968,68842,68286,72328,71952
19,3752,9332,12926,16815,20948,26206,31183,36750,41223,49406,54971,57132,65265,53814,57951,54794,58508,58419,61175,61034
20,14154,29424,47101,36656,41377,51172,59423,68739,79177,86358,93469,105689,112308,142386,151760,170913,169663,167635,200990,200913
