frame_index,5Mbps,10Mbps,15Mbps,20Mbps,25Mbps,30Mbps,35Mbps,40Mbps,45Mbps,50Mbps,55Mbps,60Mbps,65Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,100Mbps
0,6514,6514,6514,11426,16098,21474,24941,28890,30818,35300,37638,39881,42649,45390,48389,51419,54638,57659,57659,61475
1,383,39459,39459,33326,30198,23405,19202,13225,10169,4983,3032,3393,3476,3982,4121,3321,2786,3269,3269,2817
2,35896,462,5099,8473,10813,27061,30281,29503,31050,30115,28095,29841,26894,28170,25014,26843,23359,25417,25417,20535
3,416,223,609,1159,1462,2263,2802,3137,3599,4007,4119,4726,4834,5239,5413,6066,6613,7432,7432,8148
4,16861,29325,29325,50093,57444,66071,73325,81213,79300,87475,92086,96943,102684,108670,111291,115376,119096,124670,124670,129888
5,354,522,680,629,685,811,1006,1025,1210,1396,1486,1672,1918,2139,2044,2270,2450,2436,2705,3008
6,610,932,2027,1274,1493,2051,2663,3875,3893,4529,4832,5750,6561,7401,7186,7845,8940,8472,10137,11628
7,501,930,1541,1427,1802,2431,2816,3730,3938,4373,5130,6174,6903,7298,7482,7954,9036,8991,10273,11740
8,30934,62110,78114,55147,58824,64559,70544,76311,76300,73252,76775,81468,79788,83807,81619,82517,81737,77202,84019,86543
9,305,606,632,862,1143,1413,1777,1947,2472,3515,3983,4408,6712,7097,6896,15790,15526,19729,18757,20043
10,918,1747,1891,2751,3953,5463,8931,9298,10540,16018,17484,19306,26060,28975,29043,36026,34016,37419,39028,41770
11,645,1420,1387,2260,3444,4668,7159,7993,8906,13773,15769,17323,22193,25545,24961,30171,30783,30374,32248,35167
12,31853,35903,29411,59034,64395,70887,86244,85607,85832,97386,101514,102044,111137,115613,115805,132733,129067,133525,142220,136800
13,485,787,776,948,1293,1671,1806,2513,3472,4091,4709,7254,8259,9404,12481,10845,14750,17698,20038,24075
14,1210,1921,1970,2482,3678,4945,5187,8026,14586,18488,21689,25182,27231,29314,31552,31310,33471,38026,39993,49167
15,980,1632,1806,2425,3478,4843,4843,7577,14490,18649,21410,24444,26480,28133,30461,29242,31599,33922,36261,40821
16,23327,37172,41654,48353,52996,61364,60488,74051,88993,93913,99725,106885,103871,120464,128984,128079,127338,138100,149009,168145
17,623,776,963,1153,1588,1941,3730,3606,4028,5319,6386,8652,14093,11626,11099,15598,19908,19464,20824,18713
18,1195,1522,2312,3539,5557,7337,15441,20533,26066,29034,31057,32688,36936,35836,38751,38879,46001,44768,48790,47306
19,1222,1140,2127,3382,5454,7259,15174,18072,22926,25117,27003,29416,30986,31259,34095,33892,39853,39895,42763,42630
20,42938,38531,53845,39827,51918,54888,67754,73944,81836,80367,92342,100230,103611,98457,106160,105504,118741,115588,126594,124175
21,616,839,913,2200,2318,3213,3932,5219,7356,13964,11101,12856,17233,22241,24559,27274,26033,31764,31939,41225
22,1462,1832,1949,7508,7863,14441,20667,25884,30335,33198,30990,34056,41223,56202,60919,68208,64335,71982,82138,81519
23,1391,1564,1925,7373,7906,14624,21087,26243,30442,33027,32465,34600,40280,50948,55953,60511,60092,65523,72382,72963
24,28225,19414,20645,86991,82457,95877,101765,108615,134098,134346,129561,138456,150805,191138,188708,209138,204224,233902,232326,231354
25,769,868,2931,969,1038,1087,1622,1842,1617,2163,3531,3952,4521,2352,3244,2907,4492,3217,4637,6102
26,1771,1828,10629,2030,2178,2396,3561,4709,3693,5740,12076,14854,17288,7226,11878,9869,18659,11944,18699,23516
27,1344,1796,7322,1899,2059,2174,3131,4282,3394,5402,12046,14945,17039,6765,11904,9934,19074,11978,18868,24615
28,18285,41868,97197,22667,24485,23766,30104,35834,28816,37656,54707,57977,62899,40924,51151,47027,63686,50515,63163,80274
29,570,660,763,2251,7513,7353,10416,15133,11379,17710,28778,32192,34802,21488,29520,26288,36172,28484,36787,47498
